review_body,clean,sentiment
yes it‚äôs a little glitchy sometimes but so useful and fun i‚äôm hoping that over time amazon will continue to improve on the errors in alexa when contacting customer service it doesn‚äôt seem like amazon is very interested in learning the problems that need fixing though,"['yes', 'it‚äôs', 'little', 'glitchy', 'sometimes', 'useful', 'fun', 'i‚äôm', 'hop', 'time', 'amazon', 'continue', 'improve', 'error', 'alexa', 'contact', 'customer', 'service', 'doesn‚äôt', 'seem', 'like', 'amazon', 'interested', 'learning', 'problem', 'need', 'fix', 'though']",Positive
great item to upgrade your house works very well,"['great', 'item', 'upgrade', 'house', 'work', 'well']",Positive
very cool  it fully incorporates all of my smart home products,"['cool', 'fully', 'incorporate', 'smart', 'home', 'product']",Positive
very happy with adding alexa to the kitchen the echo show is great for looking up recipes getting a weather and traffic up as i‚äôm getting my morning coffee or just listening to music,"['happy', 'add', 'alexa', 'kitchen', 'echo', 'show', 'great', 'look', 'recipe', 'get', 'weather', 'traffic', 'i‚äôm', 'get', 'morning', 'coffee', 'listening', 'music']",Positive
great for video calling grandparents who are not real tech savvy they also enjoy music on demand,"['great', 'video', 'call', 'grandparent', 'real', 'tech', 'savvy', 'also', 'enjoy', 'music', 'demand']",Positive
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can‚äôt use the show with the cloudcam‚äîand then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,"['less', 'useless', 'work', 'amazon', 'cloudcam', 'purchase', 'best', 'buy', 'allow', 'monitor', 'two', 'cloud', 'cam', 'kitchen', 'tech', 'savvy', 'numerous', 'alexa', 'device', 'unable', 'get', 'work', 'try', 'instal', 'enable', 'amazon', 'cloudcam', 'skill', 'make', 'sure', 'new', 'update', 'show', 'show', 'automatically', 'update', 'first', 'plug', 'final', 'straw', 'tech', 'support', 'rep', 'tell', 'can‚äôt', 'use', 'show', 'cloudcam‚äîand', 'unable', 'connect', 'someone', 'could', 'actually', 'solve', 'problem', 'useless', 'help', 'less', 'useless', 'actually', 'make', 'work', 'echo', 'show', 'less', 'useless']",Negative
this is a great device that actually has a lot of usefulness to it after about a week youre going to be wondering what else can i do what else can this help you with so my suggestion is to get one of these as a start then prioritize the purchase of an echo not plus and a spot,"['great', 'device', 'actually', 'lot', 'usefulness', 'week', 'youre', 'go', 'wonder', 'else', 'else', 'help', 'suggestion', 'get', 'one', 'start', 'prioritize', 'purchase', 'echo', 'plus', 'spot']",Positive
makes things easy to do like listen to music check the weather hear the newsetc just make sure you say ‚äúalexa‚äù loans and clear sometimes it doesn‚äôt hear you,"['make', 'thing', 'easy', 'like', 'listen', 'music', 'check', 'weather', 'hear', 'newsetc', 'make', 'sure', 'say', '‚äúalexa‚äù', 'loan', 'clear', 'sometimes', 'doesn‚äôt', 'hear']",Positive
great to have for time recipe or entertainment i recommend everyone get it,"['great', 'time', 'recipe', 'entertainment', 'recommend', 'everyone', 'get']",Positive
this amazon product is amazing easy to set up and to use i do recommend getting prime music with it for only  a month that‚äôs a deal,"['amazon', 'product', 'amazing', 'easy', 'set', 'use', 'recommend', 'get', 'prime', 'music', 'month', 'that‚äôs', 'deal']",Positive
the family and i love alexa view and once we got it we were hooked now everything in the house and outside is run by voice commands the opportunities with this are endless,"['family', 'love', 'alexa', 'view', 'get', 'hook', 'everything', 'house', 'outside', 'run', 'voice', 'command', 'opportunity', 'endless']",Positive
i recently had purchased enough smart home devices to make this a good addition for the home it works well with smart outlets our ring doorbell and fairly well with our nest thermostatmy only complaint is that sometimes for no reason it will start plying a movie trailer and its hard to get it to stop still all in all were happy with the purchase,"['recently', 'purchase', 'enough', 'smart', 'home', 'device', 'make', 'good', 'addition', 'home', 'work', 'well', 'smart', 'outlet', 'ring', 'doorbell', 'fairly', 'well', 'nest', 'thermostatmy', 'complaint', 'sometimes', 'reason', 'start', 'ply', 'movie', 'trailer', 'hard', 'get', 'stop', 'still', 'happy', 'purchase']",Positive
it can stream music really well and not just from amazoni was expecting it to be smart like watson but it is more like an blank stare amazon should look into predicting questions like during  superbowl play offs alexa was unable to display or update the play off brackets it understands my voice really well were most telephone automated assistants rarely get what i am saying it want pair to my portable bluetooth speaker it will pair to my cell phone but only to receive music from itthe audio quality is varies with amplitude with low amplitudes alexa has booming sound making it hard to understand from across the room but an amplitude setting of about  the audio becomes clear and understandable i really like playing games like jeopardy with alexa no climbing through the closet to find a box anymore and when you do find it box half the pieces are missing,"['stream', 'music', 'really', 'well', 'amazoni', 'expect', 'smart', 'like', 'watson', 'like', 'blank', 'stare', 'amazon', 'look', 'predict', 'question', 'like', 'superbowl', 'play', 'offs', 'alexa', 'unable', 'display', 'update', 'play', 'bracket', 'understands', 'voice', 'really', 'well', 'telephone', 'automate', 'assistant', 'rarely', 'get', 'say', 'want', 'pair', 'portable', 'bluetooth', 'speaker', 'pair', 'cell', 'phone', 'receive', 'music', 'itthe', 'audio', 'quality', 'varies', 'amplitude', 'low', 'amplitude', 'alexa', 'boom', 'sound', 'make', 'hard', 'understand', 'across', 'room', 'amplitude', 'set', 'audio', 'becomes', 'clear', 'understandable', 'really', 'like', 'play', 'game', 'like', 'jeopardy', 'alexa', 'climb', 'closet', 'find', 'box', 'anymore', 'find', 'box', 'half', 'piece', 'miss']",Positive
amazon hit it out of the park with this one i am able to connect this to nest cams and ring cams as well songs come with lyrics sound and looks great,"['amazon', 'hit', 'park', 'one', 'able', 'connect', 'nest', 'cam', 'ring', 'cam', 'well', 'song', 'come', 'lyric', 'sound', 'look', 'great']",Positive
echo show does everything from weather to turning on off my lights,"['echo', 'show', 'everything', 'weather', 'turn', 'light']",Positive
i am so happy to have the echo show i have been able to listen to christmas songs and some country western music it has so many other things to do with it that i can not wait to try some,"['happy', 'echo', 'show', 'able', 'listen', 'christmas', 'song', 'country', 'western', 'music', 'many', 'thing', 'wait', 'try']",Positive
loved the echo show my only complaint is that youtube will no longer be available on it that is one of the main reasons i purchased this as a gift other than that the product is great easy to use,"['love', 'echo', 'show', 'complaint', 'youtube', 'longer', 'available', 'one', 'main', 'reason', 'purchase', 'gift', 'product', 'great', 'easy', 'use']",Positive
this amazon echo is very user friendly and provides hours of entertainment with anything from recipes news videos and amazon music with the lyrics is like having your own karaoke,"['amazon', 'echo', 'user', 'friendly', 'provide', 'hour', 'entertainment', 'anything', 'recipes', 'news', 'video', 'amazon', 'music', 'lyric', 'like', 'karaoke']",Positive
i have multiple echo devices so purchasing another was a no brainer i enjoy this one as it is video capable the only thing i wish they would add was a way to pivot the camera and or improve its low light capabilities for poorly lite rooms,"['multiple', 'echo', 'device', 'purchase', 'another', 'brainer', 'enjoy', 'one', 'video', 'capable', 'thing', 'wish', 'would', 'add', 'way', 'pivot', 'camera', 'improve', 'low', 'light', 'capability', 'poorly', 'lite', 'room']",Positive
i have had the echo show for about a month now so this review is from a new user whom has never had smart devices aside from cell phones alexa is great for listening to music most of it free if youre an amazon prime member pair your echo device with a bluetooth speaker for awesome sound alexa works well with smart home devices such as light bulbs outlets and thermostat most of these are really easy to set up so you dont have to be a very technical person all of which can be voice controlled or remotely via the alexa app from your smart phone if you have a friend with an echo show you can make video calls via the devices or directly to a smart phone which is pretty awesome for family and friends whom live far away as far as answering questions do not expect the best answers the bing search engine needs some work if you want to ask the questions she prompts you with on an echo show shes your girl but if you want to know something you might have to look it up yourself ie weather forecast you get whatever bing uses and the short version if bing would expand their horizons in searches i would definitely  star this item she does fairly well with recipes and shopping lists i am going to be trying out the calendar sync portion of this with my wife after the holidays all in all very fun helpful item it can order you pizza too,"['echo', 'show', 'month', 'review', 'new', 'user', 'never', 'smart', 'device', 'aside', 'cell', 'phone', 'alexa', 'great', 'listen', 'music', 'free', 'youre', 'amazon', 'prime', 'member', 'pair', 'echo', 'device', 'bluetooth', 'speaker', 'awesome', 'sound', 'alexa', 'work', 'well', 'smart', 'home', 'device', 'light', 'bulbs', 'outlet', 'thermostat', 'really', 'easy', 'set', 'dont', 'technical', 'person', 'voice', 'control', 'remotely', 'via', 'alexa', 'app', 'smart', 'phone', 'friend', 'echo', 'show', 'make', 'video', 'call', 'via', 'device', 'directly', 'smart', 'phone', 'pretty', 'awesome', 'family', 'friend', 'live', 'far', 'away', 'far', 'answer', 'question', 'expect', 'best', 'answer', 'bing', 'search', 'engine', 'need', 'work', 'want', 'ask', 'question', 'prompt', 'echo', 'show', 'shes', 'girl', 'want', 'know', 'something', 'might', 'look', 'ie', 'weather', 'forecast', 'get', 'whatever', 'bing', 'use', 'short', 'version', 'bing', 'would', 'expand', 'horizon', 'search', 'would', 'definitely', 'star', 'item', 'fairly', 'well', 'recipes', 'shopping', 'list', 'go', 'try', 'calendar', 'sync', 'portion', 'wife', 'holiday', 'fun', 'helpful', 'item', 'order', 'pizza']",Positive
is better than face time when calling my kid since they have one iô∏è could call them from my and see them at the same time perfect for cooking timer n best for music,"['well', 'face', 'time', 'call', 'kid', 'since', 'one', 'iô∏è', 'could', 'call', 'see', 'time', 'perfect', 'cook', 'timer', 'n', 'best', 'music']",Positive
setting up the amazon show was a little trickybut i managed to navigate through it it‚äôs so cool to add compatible equipment,"['set', 'amazon', 'show', 'little', 'trickybut', 'manage', 'navigate', 'it‚äôs', 'cool', 'add', 'compatible', 'equipment']",Positive
i have really enjoyed these products so much i actually bought  of them fun to watch and even better if you are an amazon prime customer for music and video,"['really', 'enjoy', 'product', 'much', 'actually', 'buy', 'fun', 'watch', 'even', 'well', 'amazon', 'prime', 'customer', 'music', 'video']",Positive
as advertised,['advertised'],Positive
i love my echo show it does so many interesting things i‚äôm on it all the time i recommend it to anyone who enjoys getting up to date information,"['love', 'echo', 'show', 'many', 'interesting', 'thing', 'i‚äôm', 'time', 'recommend', 'anyone', 'enjoy', 'get', 'date', 'information']",Positive
i am enjoying the echo show a lotvery entertaining,"['enjoy', 'echo', 'show', 'lotvery', 'entertain']",Positive
i had looked at this for a while i was thinking about purchasing it when amazon was offering the buy on get the second one for less offer but when both they and best buy dropped the price to  i jumped on it its perfect for my kitchen because i can use the screen to pull up recipes and i can video chat with my kids that live out of state i would say that this is a great addition to any smart home,"['look', 'think', 'purchase', 'amazon', 'offering', 'buy', 'get', 'second', 'one', 'less', 'offer', 'best', 'buy', 'drop', 'price', 'jump', 'perfect', 'kitchen', 'use', 'screen', 'pull', 'recipe', 'video', 'chat', 'kid', 'live', 'state', 'would', 'say', 'great', 'addition', 'smart', 'home']",Positive
absolutely love the amazon alexa devices we now have six in our house and have them connected to sonos nest arlo and other devices,"['absolutely', 'love', 'amazon', 'alexa', 'device', 'six', 'house', 'connect', 'sonos', 'nest', 'arlo', 'device']",Positive
i purchased it so the weather and info can be seen on the screen at the time i never knew there was an echo spot or i would have tried that the show sounds good however i wish there was a ring or something on top that would light up like the original alexa,"['purchase', 'weather', 'info', 'see', 'screen', 'time', 'never', 'know', 'echo', 'spot', 'would', 'try', 'show', 'sound', 'good', 'however', 'wish', 'ring', 'something', 'top', 'would', 'light', 'like', 'original', 'alexa']",Positive
easy to install very easy to use we enjoy the product and learn more about it all the time,"['easy', 'install', 'easy', 'use', 'enjoy', 'product', 'learn', 'time']",Positive
great item for the new home better than purchasi this is a good product,"['great', 'item', 'new', 'home', 'well', 'purchasi', 'good', 'product']",Positive
we have the original echo two echo dots and the echo show to complete the family  love the ability to play videos and the lyrics display on prime music is awesome,"['original', 'echo', 'two', 'echo', 'dot', 'echo', 'show', 'complete', 'family', 'love', 'ability', 'play', 'videos', 'lyric', 'display', 'prime', 'music', 'awesome']",Positive
bought two of these one for the living room and one for the bedroom great when you dont feel like walking to the living room and need to talk to your significant other honestly dont use it much but when i do its great music shopping stupid questions movie times etc,"['buy', 'two', 'one', 'living', 'room', 'one', 'bedroom', 'great', 'dont', 'feel', 'like', 'walk', 'living', 'room', 'need', 'talk', 'significant', 'honestly', 'dont', 'use', 'much', 'great', 'music', 'shopping', 'stupid', 'question', 'movie', 'time', 'etc']",Positive
i bought this for our kitchen where we enjoy cooking and congregating streaming music is great and you can search for recipes just by asking alexa,"['buy', 'kitchen', 'enjoy', 'cook', 'congregate', 'stream', 'music', 'great', 'search', 'recipe', 'ask', 'alexa']",Positive
our whole family loves and uses this device for so many different features we love using it to make phone calls watch films play jeopardy even to define words as they come up in conversation we definitely get a lot of use out of this device more than any other screen tablet or smart phone device we own,"['whole', 'family', 'love', 'uses', 'device', 'many', 'different', 'feature', 'love', 'use', 'make', 'phone', 'call', 'watch', 'film', 'play', 'jeopardy', 'even', 'define', 'word', 'come', 'conversation', 'definitely', 'get', 'lot', 'use', 'device', 'screen', 'tablet', 'smart', 'phone', 'device']",Positive
fun to use for any age just say alexa,"['fun', 'use', 'age', 'say', 'alexa']",Positive
a nice next step in the alexa repertoire easy to set up and to use,"['nice', 'next', 'step', 'alexa', 'repertoire', 'easy', 'set', 'use']",Positive
it is so convenient to have a display with alexa function,"['convenient', 'display', 'alexa', 'function']",Positive
i searched online and talked with people for two weeks before purchasing when i went to purchase the echo show amazon dropped the price love this product am glad i purchased it having a blast listening to any kind of music and asking questions,"['search', 'online', 'talk', 'people', 'two', 'week', 'purchase', 'go', 'purchase', 'echo', 'show', 'amazon', 'drop', 'price', 'love', 'product', 'glad', 'purchase', 'blast', 'listen', 'kind', 'music', 'ask', 'question']",Positive
so we added this to our echo family of devices its nice to have screen but i honestly dont find i use it as much as i thought i would the video calling feature would be pretty great if we knew more people with a video capable echo device also weve had some technical issues that i havent been able to resolve as of yet ultimately this is a powerful little gadget and can be fun to pop on a movie while sitting at the kitchen bar counter its also awesome to be able to display our security camera feed for the outdoor cameras but you should probably investigate its features and your needs before splurging on this over one of the more traditional echo devices its essentially an alexa enabled tablet with a nice speaker so something to think about,"['add', 'echo', 'family', 'device', 'nice', 'screen', 'honestly', 'dont', 'find', 'use', 'much', 'thought', 'would', 'video', 'call', 'feature', 'would', 'pretty', 'great', 'knew', 'people', 'video', 'capable', 'echo', 'device', 'also', 'weve', 'technical', 'issue', 'havent', 'able', 'resolve', 'yet', 'ultimately', 'powerful', 'little', 'gadget', 'fun', 'pop', 'movie', 'sit', 'kitchen', 'bar', 'counter', 'also', 'awesome', 'able', 'display', 'security', 'camera', 'feed', 'outdoor', 'camera', 'probably', 'investigate', 'feature', 'need', 'splurge', 'one', 'traditional', 'echo', 'device', 'essentially', 'alexa', 'enabled', 'tablet', 'nice', 'speaker', 'something', 'think']",Positive
this product features a beautiful screen to enhance your viewing and information love this product,"['product', 'feature', 'beautiful', 'screen', 'enhance', 'view', 'information', 'love', 'product']",Positive
simply love it it‚äôs loud love watching videos,"['simply', 'love', 'it‚äôs', 'loud', 'love', 'watch', 'video']",Positive
this product is amazing i do however wish that there were more video features on it,"['product', 'amaze', 'however', 'wish', 'video', 'feature']",Positive
i love my echo show easy to set up and fun to use,"['love', 'echo', 'show', 'easy', 'set', 'fun', 'use']",Positive
the echo show is a great accessory to any house  it has a great picture on it and great sound  it‚äôs simple to use  my wife uses it for recipes when cooking and making grocery lists  also listens to music with crisp sound can ask alexa pretty much anything ,"['echo', 'show', 'great', 'accessory', 'house', 'great', 'picture', 'great', 'sound', 'it‚äôs', 'simple', 'use', 'wife', 'use', 'recipe', 'cook', 'make', 'grocery', 'list', 'also', 'listen', 'music', 'crisp', 'sound', 'ask', 'alexa', 'pretty', 'much', 'anything']",Positive
this item seems great on the ads but it reality it can‚äôt do nearly as much to get it to do more you have to download ‚äúskills‚äù some of which work well and others of which do not some are reviewed but many are not connecting is often difficult and sometimes the password you use has to be the same as your alexa device which no body tells you i‚äôm sure with some practice this device will be fun and useful but learning to use it and sorting through the skills is a pain,"['item', 'seem', 'great', 'ad', 'reality', 'can‚äôt', 'nearly', 'much', 'get', 'download', '‚äúskills‚äù', 'work', 'well', 'others', 'review', 'many', 'connect', 'often', 'difficult', 'sometimes', 'password', 'use', 'alexa', 'device', 'body', 'tell', 'i‚äôm', 'sure', 'practice', 'device', 'fun', 'useful', 'learning', 'use', 'sort', 'skill', 'pain']",Neutral
upgraded from echo to this and this is just what i needed works well with my new ring door bell and security cameras love the versatility of this,"['upgraded', 'echo', 'need', 'works', 'well', 'new', 'ring', 'door', 'bell', 'security', 'camera', 'love', 'versatility']",Positive
echo show is a great addition to any home and we were thrilled to buy one for each of our childrens families during this holiday season,"['echo', 'show', 'great', 'addition', 'home', 'thrill', 'buy', 'one', 'childrens', 'family', 'holiday', 'season']",Positive
with this you can make calls to other echo shows or using the app you can call others that have the a show i havent used this feature yet since im the only one i know who has one i can tell you that while using the app at home or away from home off the network you can call the show i did this while at work to check it out and caught my son coming in the back door i freaked him out but after he settled down we chatted via video chat for awhile and both agreed it was awesome you could also just drop into the show from the app to check on the house or whatever wherever you have it keep in mind youre only gonna see what its pointed at the camera doesnt move plus in its natural form it is tilted back slightly so it point upward there are stands on amazon the correct the tilt to make it straight up and down almost forgot but the speakers are amazing you can link multiple echos together to play music i have the show in my living room an echo in my bedroom and the dot connected to a jbl speaker in another room after set up through the app i can tell alexa to play music and they all come to life,"['make', 'call', 'echo', 'show', 'use', 'app', 'call', 'others', 'show', 'havent', 'use', 'feature', 'yet', 'since', 'im', 'one', 'know', 'one', 'tell', 'use', 'app', 'home', 'away', 'home', 'network', 'call', 'show', 'work', 'check', 'catch', 'son', 'come', 'back', 'door', 'freak', 'settle', 'chatted', 'via', 'video', 'chat', 'awhile', 'agree', 'awesome', 'could', 'also', 'drop', 'show', 'app', 'check', 'house', 'whatever', 'wherever', 'keep', 'mind', 'youre', 'gon', 'na', 'see', 'pointed', 'camera', 'doesnt', 'move', 'plus', 'natural', 'form', 'tilt', 'back', 'slightly', 'point', 'upward', 'stand', 'amazon', 'correct', 'tilt', 'make', 'straight', 'almost', 'forgot', 'speaker', 'amaze', 'link', 'multiple', 'echo', 'together', 'play', 'music', 'show', 'living', 'room', 'echo', 'bedroom', 'dot', 'connect', 'jbl', 'speaker', 'another', 'room', 'set', 'app', 'tell', 'alexa', 'play', 'music', 'come', 'life']",Positive
love the new echo show picture is clear and the microphones pick up my voice from far away my wife likes it for recipes on the go and the show it is always thinking music sounds great coming from this small unit it was the talk of christmas,"['love', 'new', 'echo', 'show', 'picture', 'clear', 'microphone', 'pick', 'voice', 'far', 'away', 'wife', 'like', 'recipe', 'go', 'show', 'always', 'think', 'music', 'sound', 'great', 'come', 'small', 'unit', 'talk', 'christmas']",Positive
got this as a gift for my sister and her fianc√© and they love it works great with phillips hue,"['get', 'gift', 'sister', 'fianc√©', 'love', 'work', 'great', 'phillips', 'hue']",Positive
i love this new alexa device with the screen i bought it for my mother who really couldnt relate to the echo dot but she can read the output i works seamlessly with my apple calendar so she can see her activities of the day also can call her great grandchildren just by talking and see them too,"['love', 'new', 'alexa', 'device', 'screen', 'buy', 'mother', 'really', 'couldnt', 'relate', 'echo', 'dot', 'read', 'output', 'work', 'seamlessly', 'apple', 'calendar', 'see', 'activity', 'day', 'also', 'call', 'great', 'grandchild', 'talk', 'see']",Positive
i own a dot and a first gen echo and the sound from the show is way better than both of my other echoes the video functions are nice but it is a pain to get it to play videos from my amazon library my family enjoys the calendar info and the news briefings that rotate on the screen,"['dot', 'first', 'gen', 'echo', 'sound', 'show', 'way', 'well', 'echo', 'video', 'function', 'nice', 'pain', 'get', 'play', 'video', 'amazon', 'library', 'family', 'enjoy', 'calendar', 'info', 'news', 'briefing', 'rotate', 'screen']",Positive
we already love our other alexaecho devices and this is our favorite the drop in video chat feature is my favorite,"['already', 'love', 'alexaecho', 'device', 'favorite', 'drop', 'video', 'chat', 'feature', 'favorite']",Positive
nice to see songs and many other items shows words to music can watch u tube and video calls,"['nice', 'see', 'song', 'many', 'item', 'show', 'word', 'music', 'watch', 'u', 'tube', 'video', 'call']",Positive
nice to have good thing to used love to  would tell people about,"['nice', 'good', 'thing', 'use', 'love', 'would', 'tell', 'people']",Positive
i like the echo show i can view my cams watch a movie and read the news the camera video is slightly delayed and i do wish it had a jack for earphones but the sound on mine is good,"['like', 'echo', 'show', 'view', 'cams', 'watch', 'movie', 'read', 'news', 'camera', 'video', 'slightly', 'delay', 'wish', 'jack', 'earphone', 'sound', 'mine', 'good']",Positive
i have dots and an echo and this just sounds better and looks better,"['dot', 'echo', 'sound', 'well', 'look', 'well']",Positive
i bought this for my wife for christmas and she loves it the screen is big and alexa responds clearly and quickly,"['bought', 'wife', 'christmas', 'love', 'screen', 'big', 'alexa', 'respond', 'clearly', 'quickly']",Positive
bought it for my son  wife they love it both thought they didn‚äôt need it they find that it is a lot of fun and very useful,"['buy', 'son', 'wife', 'love', 'think', 'didn‚äôt', 'need', 'find', 'lot', 'fun', 'useful']",Positive
very impress with the echo show and all of its features,"['impress', 'echo', 'show', 'feature']",Positive
i think this is one of amazon best products ever i first review the echo online and watch youtube video it is better than i read or saw on line,"['think', 'one', 'amazon', 'best', 'product', 'ever', 'first', 'review', 'echo', 'online', 'watch', 'youtube', 'video', 'well', 'read', 'saw', 'line']",Positive
this device is seriously cool the basic functions out of the box are nice but some customization and configuration allow you to do so much more my family loves the ability to play amazon music with their voice smart home integration is a big draw,"['device', 'seriously', 'cool', 'basic', 'function', 'box', 'nice', 'customization', 'configuration', 'allow', 'much', 'family', 'love', 'ability', 'play', 'amazon', 'music', 'voice', 'smart', 'home', 'integration', 'big', 'draw']",Positive
nice device we use it a lot in the kitchen and the home automation,"['nice', 'device', 'use', 'lot', 'kitchen', 'home', 'automation']",Positive
the video is pretty good and the speaker is better than i thought it would be,"['video', 'pretty', 'good', 'speaker', 'well', 'thought', 'would']",Positive
if amazon and google can work things out the show will be amazing we already loved the echo and the dot and were looking forward to adding video unfortunately youtube is no longer on the show limiting the video content if they can ever get it back the show will definitely be a  star product,"['amazon', 'google', 'work', 'thing', 'show', 'amazing', 'already', 'love', 'echo', 'dot', 'look', 'forward', 'add', 'video', 'unfortunately', 'youtube', 'longer', 'show', 'limit', 'video', 'content', 'ever', 'get', 'back', 'show', 'definitely', 'star', 'product']",Positive
the show is definitely amazing especially if you have the doorbell with video and security cameras you can see it with echo show,"['show', 'definitely', 'amazing', 'especially', 'doorbell', 'video', 'security', 'camera', 'see', 'echo', 'show']",Positive
i love this product the possibilities are endless,"['love', 'product', 'possibility', 'endless']",Positive
its great i love the hand free whatever you want it plays videos on amazon by just asking it to play at work i can video call my girlfriend at home with the show as well highly recommend,"['great', 'love', 'hand', 'free', 'whatever', 'want', 'play', 'videos', 'amazon', 'ask', 'play', 'work', 'video', 'call', 'girlfriend', 'home', 'show', 'well', 'highly', 'recommend']",Positive
purchased to stay in touch with family while traveling,"['purchase', 'stay', 'touch', 'family', 'travel']",Positive
absolutely awesome great product recommend that everyone have one,"['absolutely', 'awesome', 'great', 'product', 'recommend', 'everyone', 'one']",Positive
traded my original echo for echo show glad i did screen is excellent and syncs with many home connected devices,"['trade', 'original', 'echo', 'echo', 'show', 'glad', 'screen', 'excellent', 'syncs', 'many', 'home', 'connect', 'device']",Positive
promising product that has been getting better with software updates since release,"['promise', 'product', 'get', 'good', 'software', 'update', 'since', 'release']",Positive
i upgraded from echo and have no regrets i didnt liked design from day  but after mounting on the wall the screen looks good i like it more then i except it much easier for reordering or shopping on amazon,"['upgraded', 'echo', 'regret', 'didnt', 'liked', 'design', 'day', 'mount', 'wall', 'screen', 'look', 'good', 'like', 'except', 'much', 'easy', 'reorder', 'shopping', 'amazon']",Positive
amazon echo show working very well as expected and thanks to amazon for adding more features on regular basis,"['amazon', 'echo', 'show', 'work', 'well', 'expect', 'thanks', 'amazon', 'add', 'feature', 'regular', 'basis']",Positive
the show is the new alexa device with a video screen i like being able to see a screen when you ask questions and you can view videos too i also like that you can see the temperature and date without having to ask i like you can view a video of a recipe not just see text the one item missing from this great device is the capability to hook it up to your surround audio systemi have two dots and love them the show would be perfect if i could also hook it up to my audio system even though this feature does not exist it still is a great product,"['show', 'new', 'alexa', 'device', 'video', 'screen', 'like', 'able', 'see', 'screen', 'ask', 'question', 'view', 'video', 'also', 'like', 'see', 'temperature', 'date', 'without', 'ask', 'like', 'view', 'video', 'recipe', 'see', 'text', 'one', 'item', 'miss', 'great', 'device', 'capability', 'hook', 'surround', 'audio', 'systemi', 'two', 'dot', 'love', 'show', 'would', 'perfect', 'could', 'also', 'hook', 'audio', 'system', 'even', 'though', 'feature', 'exist', 'still', 'great', 'product']",Positive
delivered on time and it looked good will hook it up next year,"['delivered', 'time', 'look', 'good', 'hook', 'next', 'year']",Positive
this is the most amazing item and very easy to use,"['amaze', 'item', 'easy', 'use']",Positive
i use alexa to control my smart home and get internet information,"['use', 'alexa', 'control', 'smart', 'home', 'get', 'internet', 'information']",Positive
best xmas gift and great product made by amazon now my fam is all connected,"['best', 'xmas', 'gift', 'great', 'product', 'make', 'amazon', 'fam', 'connect']",Positive
bought these for family members out of state for christmas finding it is way more than expected can talk face to face with them make shopping lists listen to stories play interactive trivia music games is there no end to possibilities they all loved their gift thank you best buy for great sale to make affordable,"['buy', 'family', 'member', 'state', 'christmas', 'find', 'way', 'expect', 'talk', 'face', 'face', 'make', 'shopping', 'list', 'listen', 'story', 'play', 'interactive', 'trivia', 'music', 'game', 'end', 'possibility', 'love', 'gift', 'thank', 'best', 'buy', 'great', 'sale', 'make', 'affordable']",Positive
we purchased the echo show after using the dot for a couple of weeks the first thing i noticed is that the dot‚äôs ability to pick up your voice is by far much better than the show however i think the show‚äôs speaker is better for listening to musicthe screen on the show is handy for looking at recipes seeing the shopping list or watching the timer could you live with just the dot absolutely but there are some nice features that make the show a handy gadget to have around,"['purchase', 'echo', 'show', 'use', 'dot', 'couple', 'week', 'first', 'thing', 'notice', 'dot‚äôs', 'ability', 'pick', 'voice', 'far', 'much', 'good', 'show', 'however', 'think', 'show‚äôs', 'speaker', 'well', 'listen', 'musicthe', 'screen', 'show', 'handy', 'look', 'recipe', 'see', 'shop', 'list', 'watch', 'timer', 'could', 'live', 'dot', 'absolutely', 'nice', 'feature', 'make', 'show', 'handy', 'gadget', 'around']",Positive
amazon show is pretty cool it can help with things like cooking recipe homework and other things but its restricted to only amazon partner things if google comes out with something similar i would have definitely chosen that over the show no youtube,"['amazon', 'show', 'pretty', 'cool', 'help', 'thing', 'like', 'cook', 'recipe', 'homework', 'thing', 'restrict', 'amazon', 'partner', 'thing', 'google', 'come', 'something', 'similar', 'would', 'definitely', 'choose', 'show', 'youtube']",Neutral
love the echo show allows me to control lights alarm vacuum and lots of stuff no brainer to set up make lists keep up with calendar plays music tells jokes and sings‚äîbadly but is fun couldn‚äôt be happier with it,"['love', 'echo', 'show', 'allow', 'control', 'light', 'alarm', 'vacuum', 'lot', 'stuff', 'brainer', 'set', 'make', 'list', 'keep', 'calendar', 'play', 'music', 'tell', 'joke', 'sings‚äîbadly', 'fun', 'couldn‚äôt', 'happy']",Positive
were still learning all the things this device can do so far were very pleased,"['still', 'learn', 'thing', 'device', 'far', 'pleased']",Positive
the show is a great little product it has opened a lot of doors in the world of ai and home automation for me it connected easily with my echo and dot and now i can stream music all over my house the picture quality is outstanding the only drawback is that alexa doesnt have a very strong internet search engine,"['show', 'great', 'little', 'product', 'open', 'lot', 'door', 'world', 'ai', 'home', 'automation', 'connect', 'easily', 'echo', 'dot', 'stream', 'music', 'house', 'picture', 'quality', 'outstanding', 'drawback', 'alexa', 'doesnt', 'strong', 'internet', 'search', 'engine']",Positive
