,id,author,instance_id,rating,review_body,review_date,review_header,review_link,review_votes,sentiment,verified_purchase
88,4523,annettegray41,11,5,,2018-08-21,Great addition to our home Thankyou,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
89,4525,brian5022,11,4,had,2018-08-21,nice,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
90,4526,srihprab,11,3,"I've connected my Laptop and mobile to Amazon Echo Dot via bluetooth. When I start my Laptop, it confuses itself and drops connection every 30seconds and reconnects again. I then have to switch off bluetooth on my Laptop so it connects to my mobile or I have to go to the Alexa app and then connect it manually.",2018-08-16,Google Home Mini is better than Amazon Echo Dot,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
91,4528,andymilly57,11,5,Neat and small but does an excellent job,2018-08-15,Excellent service and product,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
92,4529,lucywucy87,11,5,"Alexa is my new best friend, I love her :)",2018-08-14,Love her,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
93,4530,ryanharvey1994,11,5,,2018-08-11,Fantastic Buyer,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
94,4531,4522kay,11,5,Ideal plenty of functions for a better sound it can be connected to Bluetooth speaker,2018-08-09,Alexa dot,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
95,4532,bail.trac,11,5,"Great little gadget, definitely recommend buying one",2018-08-03,Brilliant,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
96,4533,susankeeney,11,1,Excellent for music and so much more,2018-07-31,Small but packs a punch,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
97,4534,uk2014_kath,11,2,She is not as knowledgeable as she could be. Doesn't know where Suffolk is?,2018-07-27,A bit of fun,https://www.ebay.com/urw/product-reviews/242683975?pgn=2&sort=-lastEditedDate,,0,True
98,4535,jahar-1823,11,5,,2018-07-26,Great item !,https://www.ebay.com/urw/product-reviews/242683975?pgn=3&sort=-lastEditedDate,,0,True
99,4536,papael1,11,5,It's an amazing helper and organizer. Don't remember how life was before my Alexa ;D,2018-07-25,Great helper!,https://www.ebay.com/urw/product-reviews/242683975?pgn=3&sort=-lastEditedDate,,0,True
